screen_name|date|tweet
MLP_officiel|2020-01-20 18:20:04|📻 Je serai ce mardi à 8h15 l’invitée de @radioclassique. https://t.co/Bm4gFmtbXf
MLP_officiel|2020-01-19 13:02:44|"📹 ""La circulaire de Castaner fait disparaître 50% des électeurs et 96% des communes. Au moment où les Français ont besoin d'être entendus, il faut que les résultats dans leurs communes soient présentés. Nous déposerons un recours devant le Conseil d'Etat."" #Municipales2020 https://t.co/dksSDa6CqG"
MLP_officiel|2020-01-19 12:53:16|"📹 ""Ce qui se passe avec le #LivretA est scandaleux. Quelle est cette idée d'aller faire des économies sur l'argent des gens modestes ? C'est terriblement heurtant, surtout quand, dans le même quinquennat, #Macron a supprimé l'ISF pour les plus riches !"" @France3tv #DimPol https://t.co/Lk5QZ3qBF5"
MLP_officiel|2020-01-19 12:51:07|"📹 ""Le Conseil supérieur de la fonction militaire vient de rendre un rapport pour dire que cette #RéformeDesRetraites allait avoir des conséquences négatives pour les militaires. A qui va bénéficier cette réforme, à part aux fonds de pension, aux grandes assurances ?"" @France3tv https://t.co/ACyyTYLI4F"
MLP_officiel|2020-01-19 12:46:06|"📹 ""S'il y en a un qui est responsable des blocages et des grèves, c'est Emmanuel #Macron. Ce n'est pas moi qui ai décidé d'engager la #RéformeDesRetraites trois semaines avant Noël ! C'est le Président du désordre, de la fracturation, de la désunion !"" @France3tv #DimPol https://t.co/pkigNEdGjk"
MLP_officiel|2020-01-19 12:37:06|"📹 ""La plus grande faute morale et politique que l'on reprocher à #Macron, c'est d'avoir, par son comportement, jeté des Français contre des Français, c'est-à-dire d'avoir jeté pendant des mois des #GiletsJaunes contre des #policiers !"" @France3tv #DimPol https://t.co/kM91Atvi7c"
MLP_officiel|2020-01-19 12:35:07|"📹 ""Tout acte de violence, de blocage, d'intimidation, doit être condamné sans réserve et avec la plus grande fermeté. Dans une démocratie, le combat s'exprime avec des idées, pas par ce type de violences."" @France3tv #LaRotonde #BouffesDuNord https://t.co/1AC8PMQOO8"
MLP_officiel|2020-01-18 18:57:11|📺 Je serai ce dimanche à 12h10 l’invitée de @France3tv. #DimPol https://t.co/dTf5lv2xwo
MLP_officiel|2020-01-18 13:31:57|"🇫🇷 Je veux que les Français voient le bout du tunnel. Qu’ils aient une flamme d’espoir. 

Nous nous préparons aux prochaines échéances, et nous y allons pour GAGNER ! https://t.co/Ilfv2MHr0P"
MLP_officiel|2020-01-18 13:01:43|"Tout mon soutien à @AymericDurox et aux candidats Seine-et-Marnais pour ces #Municipales2020. 

À l’image de @david_rachline, @jsanchez_rn, @SteeveBriois et tous nos maires RN, ils œuvreront pour le bien de tous les habitants ! #Mormant https://t.co/RrCge1eTNu"
MLP_officiel|2020-01-18 12:50:11|La bataille des #Municipales2020 est difficile mais c’est la plus belle. Celle du quotidien. Celle du réel. Nos candidats sont talentueux et vous pourrez compter sur eux pour défendre VOS intérêts ! #Mormant https://t.co/JzzK97Gamf
MLP_officiel|2020-01-18 11:29:19|« Enfin, nous pouvons montrer ce dont nous sommes capables. La réalité ? Les maires RN ont des taux de satisfaction qui sont en moyenne 10 points supérieurs à ceux de villes comparables. Essayez le RN, c’est l’adopter ! » https://t.co/zui9wDPw0B
MLP_officiel|2020-01-18 11:27:37|« OUI il faut en revenir au local. OUI il faut rééquilibrer nos territoires. Nous devons en finir avec la désertification ! » #Municipales2020 https://t.co/IpsHedp8V0
MLP_officiel|2020-01-18 11:25:20|« Par paresse, par lâcheté, ou pire, par électoralisme, trop de maires ferment les yeux sur des comportements qui pourrissent la vie des habitants. » #Municipales2020 https://t.co/tMzpRsBe9S
MLP_officiel|2020-01-18 11:22:56|« @AymericDurox appartient à cette jeune génération, engagée tôt et avec beaucoup de détermination. Nombreux sont ceux qui porteront, comme lui, nos couleurs aux #Municipales2020 ! » https://t.co/eV4tf2P2ev
MLP_officiel|2020-01-18 11:04:41|L’élevage de Courtenain (77) est l’illustration même de notre savoir-faire et de l’excellence française. Je suis heureuse de soutenir cette structure, et de manière générale, tous ceux qui travaillent avec les chevaux ! 🐴 https://t.co/uviEzzv3xw
MLP_officiel|2020-01-18 09:52:08|🐴 Quel plaisir de visiter le centre équestre de Courtenain (77) à quelques kilomètres de Paris. L’occasion de passer de tendres moments avec nos amis les chevaux...😉 https://t.co/N8Xgoe5pnN
MLP_officiel|2020-01-17 21:27:25|"💪🏻 J’assistais ce soir à la cérémonie des vœux du maire de #Carvin, en compagnie notamment de @SteeveBriois, Maire d’#HéninBeaumont, et d’@ArnauddeRigne, notre candidat à la mairie de Carvin.

Rendez-vous en mars pour arracher la ville aux socialistes ! #Municipales2020 https://t.co/exgKjrp16E"
MLP_officiel|2020-01-17 15:39:42|"Tout ça c’est bien gentil, mais il n’y a plus de frontière entre l’Espagne et la France, donc c’est nous qui risquons de payer l’addition de leur folie migratoire (en plus de la nôtre...!). 

Merci #Schengen 😱 MLP https://t.co/kfBq2oKHHt"
MLP_officiel|2020-01-17 10:53:44|"Le bilan d’Emmanuel Macron en matière de sécurité est CALAMITEUX ! La situation est très sérieuse. Je proposerai prochainement aux Français un livre blanc sur la sécurité, afin de rendre à la France la tranquillité à laquelle chacun aspire. MLP

https://t.co/LsgHGWXsb7"
MLP_officiel|2020-01-17 10:48:28|"🖋 « Baisse du #livretA : une attaque systémique contre l’épargne des Français ! »

Mon communiqué ⤵️ https://t.co/oiE6XiM0JL"
MLP_officiel|2020-01-16 15:31:07|💬 « On ne peut contester le rôle de contre-pouvoir que jouent désormais les réseaux sociaux. Je suis attachée à ce que nous y défendions la liberté de parole ! » #ConfMLP https://t.co/tsSSqFFIhl
MLP_officiel|2020-01-16 15:30:18|💬 « La grandeur de notre mouvement est de faire des citoyens des acteurs de la vie politique. Nous ferons émerger du peuple une nouvelle élite ! » #ConfMLP https://t.co/Mc5ELnt7Ky
MLP_officiel|2020-01-16 15:29:26|💬 « Les jeunes talents autour de nous sont nombreux. Et c’est avec le cœur d’une mère que je vous dis : être jeune n’est pas toujours une qualité mais n’est jamais un défaut ! » #ConfMLP https://t.co/fFjm9ifKNu
MLP_officiel|2020-01-16 10:26:26|"La chape de plomb qui pèse sur la réalité de l’immigration se fissure... mais que de temps perdu ! Que d’énergie dépensée ! Et quelle responsabilité pour ceux qui ont imposé cela aux Français ! MLP
https://t.co/mx5uivyFtT"
MLP_officiel|2020-01-16 08:56:44|Ce genre de minable manipulation doit être dénoncé ! On ne peut pas rayer de la carte les électeurs de 96% des communes françaises, même pour faire plaisir à Jupiter !! MLP #Municipales2020 https://t.co/vcvWQ7lveF
MLP_officiel|2020-01-15 12:28:15|La police scientifique manifeste sous les fenêtres de l’Assemblée nationale, et leur revendication d’un véritable statut est légitime ! MLP https://t.co/QDkV1U2cuO
MLP_officiel|2020-01-15 11:33:31|"La Commission des comptes confirme le caractère électoral de ""grands débats"" pendant les #Européennes2019.

Macron s'est donc bien comporté comme un chef de clan faisant campagne aux frais du contribuable, et non comme le garant de l'intérêt général ! MLP

https://t.co/xaj33fRrz0"
MLP_officiel|2020-01-15 06:04:31|"Chômage de masse + politique anti-familiale + submersion migratoire : c’est l’équation terrible qui mène la France à la ruine !

Mais ça n’est pas une fatalité, c’est juste le choix que nos dirigeants nous imposent. Allez voter ! MLP

https://t.co/ZV4EJElegs"
MLP_officiel|2020-01-14 19:28:07|"🖋 « Chlordécone aux Antilles : Comité Interministériel et Plan d’urgence pour nos compatriotes martiniquais et guadeloupéens ! » #Guadeloupe #Martinique

Mon communiqué : https://t.co/HKSmP4MJbc"
MLP_officiel|2020-01-14 10:37:24|C’est bien TOUS les djihadistes que @NBelloubet veut faire revenir en France ! Pas seulement les femmes et les enfants. MLP #BourdinDirect https://t.co/rlx0l1xC7R
MLP_officiel|2020-01-14 09:24:57|📺 « Dans tous les dossiers d'entreprises qui ont été démembrées et dépecées ces dernières années, au détriment de la puissance et de la souveraineté de la France, il y a un point commun : Emmanuel Macron ! » #BourdinDirect https://t.co/NCvYsa9GHU
MLP_officiel|2020-01-14 09:14:16|📺 « C'est très bien d'aller lutter contre le fondamentalisme islamiste au Sahel, mais il faut aussi lutter en France contre le communautarisme et la subversion islamiste ! Et aujourd'hui, contre cela, RIEN n'est fait ! » #BourdinDirect https://t.co/w9J2lH7myM
MLP_officiel|2020-01-14 09:09:29|📺 « On nous avait vendu l'Union européenne comme la panacée, mais au Sahel, la France est SEULE à lutter pour défendre toute l'Europe contre la montée en puissance du fondamentalisme islamiste. Ce sont nos gamins qui meurent là-bas ! » #BourdinDirect https://t.co/3sf7bnIrFp
